,full_name,line,movie,year,words,neg,neu,pos,compound
3324,COUNCILMAN,"This is out of line, Director. You’re dealing with forces you can’t control. ",The Avengers,2012,14,0.0,1.0,0.0,0.0
3325,NICK FURY,"You ever been in a war, councilman? In a fire fight? Did you feel an over abundance of control? ",The Avengers,2012,20,0.403,0.597,0.0,-0.857
3326,COUNCILMAN,You’re saying that this Asgard is declaring war on our planet?,The Avengers,2012,11,0.281,0.719,0.0,-0.5994
3327,NICK FURY,"Not Asgard, Loki. ",The Avengers,2012,4,0.0,1.0,0.0,0.0
3328,COUNCILWOMAN,"He can’t be working alone. What about the other one, his brother? ",The Avengers,2012,13,0.154,0.846,0.0,-0.25
3329,NICK FURY,Our intelligence says Thor is not a hostile. But he’s worlds away and we can’t depend on him to help either. It’s up to us.,The Avengers,2012,25,0.0,0.745,0.255,0.7345
3330,COUNCILMAN,"Which is why you should be focusing on Phase Two, it was designed for exactly this purpose. ",The Avengers,2012,18,0.0,1.0,0.0,0.0
3331,NICK FURY,Phase Two isn’t ready; our enemy is. We need a response team.,The Avengers,2012,12,0.233,0.6,0.167,-0.25
3332,COUNCILMAN,The Avengers Initiative was shut down.,The Avengers,2012,6,0.0,1.0,0.0,0.0
3333,NICK FURY,This isn’t about the Avengers.,The Avengers,2012,5,0.0,1.0,0.0,0.0
3334,COUNCILMAN,We’re running the world’s greatest covert security network and you’re gonna leave the fate of the human race to a handful of freaks.,The Avengers,2012,23,0.096,0.662,0.243,0.7184
3335,NICK FURY,"I’m not leaving anything to anyone. We need a response team. These people may be isolated, unbalanced even, but I believe, with the right push, they can be exactly what we need. ",The Avengers,2012,33,0.054,0.946,0.0,-0.1655
3336,COUNCILWOMAN,You believe!,The Avengers,2012,2,0.0,1.0,0.0,0.0
3337,COUNCILMAN,"War isn’t won by sentiment, Director. ",The Avengers,2012,7,0.336,0.345,0.319,-0.0516
3338,NICK FURY,"No, It’s won by soldiers.",The Avengers,2012,5,0.247,0.337,0.416,0.3612
3339,STEVE ROGERS,There’s not enough time. I gotta put her in the water.,The Avengers,2012,11,0.0,1.0,0.0,0.0
3340,PEGGY CARTER,You won’t be alone.,The Avengers,2012,4,0.4,0.6,0.0,-0.25
3341,SCIENTIST,Oh my God. This guy’s still alive.,The Avengers,2012,7,0.0,0.515,0.485,0.5719
3342,NICK FURY,Trouble sleeping?,The Avengers,2012,2,0.73,0.27,0.0,-0.4019
3343,STEVE ROGERS,"Slept for seventy years, Sir. I think I’ve had my fill.",The Avengers,2012,11,0.0,1.0,0.0,0.0
3344,NICK FURY,"Then you should be out, celebrating, seeing the world. ",The Avengers,2012,10,0.0,0.684,0.316,0.5719
3345,STEVE ROGERS,"When I went under, the world was at war. I wake up- they say we won. They didn’t say what we lost. ",The Avengers,2012,23,0.23,0.632,0.138,-0.3612
3346,NICK FURY,"We’ve made some mistakes along the way, some very recently. ",The Avengers,2012,11,0.217,0.783,0.0,-0.3612
3347,STEVE ROGERS,"You here with a mission, Sir? ",The Avengers,2012,7,0.0,1.0,0.0,0.0
3348,NICK FURY,I am.,The Avengers,2012,2,0.0,1.0,0.0,0.0
3349,STEVE ROGERS,Trying to get me back in the world?,The Avengers,2012,8,0.0,1.0,0.0,0.0
3350,NICK FURY,Trying to save it.,The Avengers,2012,4,0.0,0.484,0.516,0.4939
3351,STEVE ROGERS,HYDRA’s secret weapon.,The Avengers,2012,3,0.524,0.476,0.0,-0.296
3352,NICK FURY,Howard Stark fished that out of the ocean when he was looking for you. He thought what we think. The Tesseract could be the key to unlimited sustainable energy. That’s something the world sorely needs.,The Avengers,2012,35,0.0,0.942,0.058,0.2732
3353,STEVE ROGERS,Who took it from you?,The Avengers,2012,5,0.0,1.0,0.0,0.0
3354,NICK FURY,He’s called Loki. He’s- not from around here. There’s a lot we’ll have to bring you up to speed on if you’re in. The world has gotten even stranger than you already know.,The Avengers,2012,33,0.0,1.0,0.0,0.0
3355,STEVE ROGERS,At this point I doubt anything would surprise me.,The Avengers,2012,9,0.236,0.566,0.198,-0.1027
3356,NICK FURY,Ten bucks says you’re wrong. There’s a debriefing packet waiting for you back at your apartment. Is there anything you can tell us about the Tesseract that we ought to know now?,The Avengers,2012,32,0.094,0.906,0.0,-0.4767
3357,STEVE ROGERS,You should have left it in the ocean.,The Avengers,2012,8,0.0,1.0,0.0,0.0
3358,TONY STARK,Good to go on this end. The rest is up to you.,The Avengers,2012,12,0.0,0.791,0.209,0.4404
3359,PEPPER POTTS,You disconnected the transmission lines? Are we off the grid?,The Avengers,2012,10,0.0,1.0,0.0,0.0
3360,TONY STARK,Stark Tower’s about to become a beacon of self-sustaining clean energy.,The Avengers,2012,11,0.0,0.625,0.375,0.5859
3361,PEPPER POTTS,"Well, assuming the arc reactor takes over and it actually works.",The Avengers,2012,11,0.0,0.826,0.174,0.2732
3362,TONY STARK,I assume. Light her up.,The Avengers,2012,5,0.0,1.0,0.0,0.0
3363,PEPPER POTTS,How does it look?,The Avengers,2012,4,0.0,1.0,0.0,0.0
3364,TONY STARK,Like Christmas... ...but with more- me.,The Avengers,2012,6,0.0,0.667,0.333,0.3612
3365,PEPPER POTTS,We’ve got to go wider on the public awareness campaign. You need to do some press. I’m in DC tomorrow. I’m working on the zoning for the next three buildings.,The Avengers,2012,30,0.0,1.0,0.0,0.0
3366,TONY STARK,"Pepper, you’re killing me at the moment. Remember, enjoy the moment. ",The Avengers,2012,12,0.265,0.542,0.193,-0.296
3367,PEPPER POTTS,Then get in here and I will.,The Avengers,2012,7,0.0,1.0,0.0,0.0
3368,JARVIS,"Sir, Agent Coulson of SHIELD is on the line. ",The Avengers,2012,10,0.0,1.0,0.0,0.0
3369,TONY STARK,I’m not in. I’m actually out.,The Avengers,2012,6,0.0,1.0,0.0,0.0
3370,JARVIS,"Sir, I’m afraid he’s insisting. ",The Avengers,2012,6,0.0,1.0,0.0,0.0
3371,TONY STARK,"Grow a spine, JARVIS. I got a date.",The Avengers,2012,8,0.0,1.0,0.0,0.0
3372,PEPPER POTTS,Levels are holding steady- I think.,The Avengers,2012,6,0.0,1.0,0.0,0.0
3373,TONY STARK,"Of course they are, I was directly involved. Which leads me to my next question. How does it feel to be a genius?",The Avengers,2012,23,0.0,1.0,0.0,0.0
3374,PEPPER POTTS,"Well, ah, I really wouldn’t know now would I? ",The Avengers,2012,10,0.0,0.769,0.231,0.2732
3375,TONY STARK,What do you mean? All this came from you.,The Avengers,2012,9,0.0,1.0,0.0,0.0
3376,PEPPER POTTS,"No, all this came from that.",The Avengers,2012,6,0.306,0.694,0.0,-0.296
3377,TONY STARK,"Give yourself some credit, please. Stark Tower is your baby. Give yourself- twelve percent of the credit. ",The Avengers,2012,18,0.0,0.651,0.349,0.7579
3378,PEPPER POTTS,Twelve percent?,The Avengers,2012,2,0.0,1.0,0.0,0.0
3379,TONY STARK,An argument can be made for fifteen.,The Avengers,2012,7,0.294,0.706,0.0,-0.3612
3380,PEPPER POTTS,Twelve percent of my baby?,The Avengers,2012,5,0.0,1.0,0.0,0.0
3381,TONY STARK,"Well, I did do all the heavy lifting. Literally, I lifted the heavy things and sorry but, the security snafu? That was on you. ",The Avengers,2012,25,0.207,0.63,0.163,-0.3071
3382,PEPPER POTTS,Oh!,The Avengers,2012,1,0.0,1.0,0.0,0.0
3383,TONY STARK,My private elevator.,The Avengers,2012,3,0.0,1.0,0.0,0.0
3384,PEPPER POTTS,You mean our elevator.,The Avengers,2012,4,0.0,1.0,0.0,0.0
3385,TONY STARK,"Yeah, it was teeming with sweaty workmen. I’m going to pay for that comment about percentages in some subtle way later aren’t I? ",The Avengers,2012,24,0.057,0.854,0.089,0.2023
3386,PEPPER POTTS,Not gonna be that subtle.,The Avengers,2012,5,0.0,1.0,0.0,0.0
3387,TONY STARK,"I’ll tell you what, next building is gonna say ’Potts’ on the tower. ",The Avengers,2012,14,0.0,1.0,0.0,0.0
3388,PEPPER POTTS,On the lease!,The Avengers,2012,3,0.0,1.0,0.0,0.0
3389,TONY STARK,"Call your mum, can you bunk over? ",The Avengers,2012,8,0.0,1.0,0.0,0.0
3390,JARVIS,"Sir, the telephone. I’m afraid my protocols are being overridden. ",The Avengers,2012,11,0.0,1.0,0.0,0.0
3391,TONY STARK,Ah-,The Avengers,2012,1,0.0,1.0,0.0,0.0
3392,PHIL COULSON,"Mr. Stark, we need to talk. ",The Avengers,2012,7,0.0,1.0,0.0,0.0
3393,TONY STARK,You have reached the Life Model Decoy of Tony Stark. Please leave a message.,The Avengers,2012,14,0.081,0.671,0.248,0.3612
3394,PHIL COULSON,This is urgent.,The Avengers,2012,3,0.0,0.526,0.474,0.2023
3395,TONY STARK,Then leave it urgently.  Security breach. That’s on you!,The Avengers,2012,10,0.11,0.643,0.247,0.3595
3396,PEPPER POTTS,Phil! Come in!,The Avengers,2012,3,0.0,1.0,0.0,0.0
3397,TONY STARK,Phil?,The Avengers,2012,1,0.0,1.0,0.0,0.0
3398,PHIL COULSON,I can’t stay.,The Avengers,2012,3,0.0,1.0,0.0,0.0
3399,TONY STARK,"Uh, his first name is Agent. ",The Avengers,2012,7,0.0,1.0,0.0,0.0
3400,PEPPER POTTS,"Come on in, we’re celebrating. ",The Avengers,2012,6,0.0,0.519,0.481,0.5719
3401,TONY STARK,Which is why he can’t stay.,The Avengers,2012,6,0.0,1.0,0.0,0.0
3402,PHIL COULSON,"We need you to look this over, as soon as possible.",The Avengers,2012,11,0.0,1.0,0.0,0.0
3403,TONY STARK,I don’t like being handed things.,The Avengers,2012,6,0.0,0.615,0.385,0.3612
3404,PEPPER POTTS,"That’s fine because I love to be handed things. So, let’s trade. Thank you. ",The Avengers,2012,15,0.0,0.533,0.467,0.83
3405,TONY STARK,Official consulting hours are between eight and five every other Thursday.,The Avengers,2012,11,0.0,1.0,0.0,0.0
3406,PHIL COULSON,This isn’t a consultation.,The Avengers,2012,4,0.0,1.0,0.0,0.0
3407,PEPPER POTTS,Is this about the Avengers?  Which I know nothing about.,The Avengers,2012,11,0.0,1.0,0.0,0.0
3408,TONY STARK,"The Avengers Initiative was scrapped, I thought, and I didn’t even qualify. ",The Avengers,2012,13,0.0,1.0,0.0,0.0
3409,PEPPER POTTS,I didn’t know that either.,The Avengers,2012,5,0.0,1.0,0.0,0.0
3410,TONY STARK,"Yeah, apparently I’m volatile, self-obsessed, don’t play well with others. ",The Avengers,2012,11,0.0,0.511,0.489,0.6908
3411,PEPPER POTTS,That I did know.,The Avengers,2012,4,0.0,1.0,0.0,0.0
3412,PHIL COULSON,This isn’t about personality profiles anymore.,The Avengers,2012,6,0.0,1.0,0.0,0.0
3413,TONY STARK,"Whatever! Ms. Potts, got a sec? ",The Avengers,2012,7,0.0,1.0,0.0,0.0
3414,PEPPER POTTS,Half a moment.,The Avengers,2012,3,0.0,1.0,0.0,0.0
3415,TONY STARK,"You know, I thought we were having a moment. ",The Avengers,2012,10,0.0,1.0,0.0,0.0
3416,PEPPER POTTS,I was having twelve percent of a moment.  This seems serious. Phil looks pretty shaken.,The Avengers,2012,16,0.165,0.633,0.203,0.3818
3417,TONY STARK,How would you notice- why is he Phil?,The Avengers,2012,8,0.0,1.0,0.0,0.0
3418,PEPPER POTTS,What is all this?,The Avengers,2012,4,0.0,1.0,0.0,0.0
3419,TONY STARK,This is- ah... ...this!,The Avengers,2012,4,0.0,1.0,0.0,0.0
3420,PEPPER POTTS,I’m going to take the jet to DC tonight.,The Avengers,2012,9,0.0,1.0,0.0,0.0
3421,TONY STARK,Tomorrow.,The Avengers,2012,1,0.0,1.0,0.0,0.0
3422,PEPPER POTTS,You have homework. You have a lot of homework.,The Avengers,2012,9,0.0,1.0,0.0,0.0
3423,TONY STARK,"Well, what if I didn’t? ",The Avengers,2012,6,0.0,0.588,0.412,0.2732
3424,PEPPER POTTS,"If you didn’t? You mean when you finished? Well, um, then-",The Avengers,2012,11,0.0,0.803,0.197,0.3527
3425,TONY STARK,Square deal. Fly safe. They kiss.,The Avengers,2012,6,0.0,0.412,0.588,0.6908
3426,PEPPER POTTS,"Work hard.  So, any chance you’re driving by LaGuardia? ",The Avengers,2012,11,0.131,0.656,0.213,0.2212
3427,PHIL COULSON,I can drop you off.,The Avengers,2012,5,0.412,0.588,0.0,-0.2732
3428,PEPPER POTTS,"Fantastic. Ooh, I want to hear about the ah- cellist, is that still a thing?",The Avengers,2012,15,0.0,0.692,0.308,0.5994
3429,PHIL COULSON,She moved back to Portland.,The Avengers,2012,5,0.0,1.0,0.0,0.0
3430,PEPPER POTTS,What?...Boo.,The Avengers,2012,1,0.0,1.0,0.0,0.0
3431,FACELESS PILOT,"We’re about forty minutes out from home base, Sir.",The Avengers,2012,9,0.0,1.0,0.0,0.0
3432,STEVE ROGERS,"So, this Doctor Banner was trying to replicate the serum they used on me? ",The Avengers,2012,15,0.0,1.0,0.0,0.0
3433,PHIL COULSON,A lot of people were. You were the world’s first superhero. Banner thought Gamma radiation might hold the key to unlocking Erskine’s original formula.,The Avengers,2012,24,0.0,0.905,0.095,0.3182
3434,STEVE ROGERS,"Didn’t really go his way, did it? ",The Avengers,2012,8,0.0,1.0,0.0,0.0
3435,PHIL COULSON,"Not so much. When he’s not that thing though, guy’s like a Stephen Hawking. He’s like a- smart person. I gotta say- it’s an honor to meet you, officially. I sort of met you, I mean, I watched you while you were sleeping. I mean, I was, I was present, while you were unconscious from-the-ice. You know it’s really- it’s just a- just a huge honor to have you on board- it’s...",The Avengers,2012,72,0.0,0.777,0.223,0.9371
3436,STEVE ROGERS,"Well, I hope I’m the man for the job. ",The Avengers,2012,10,0.0,0.545,0.455,0.6124
3437,PHIL COULSON,"Oh you are, absolutely. Ah- we made some modifications to the uniform. I had a little design input. ",The Avengers,2012,19,0.0,1.0,0.0,0.0
3438,STEVE ROGERS,The uniform? Aren’t the stars and stripes a little...old-fashioned?,The Avengers,2012,9,0.0,1.0,0.0,0.0
3439,PHIL COULSON,"Everything that’s happening, the things that are about to come to light, people might just need a little old-fashioned.",The Avengers,2012,19,0.0,1.0,0.0,0.0
3440,THE OTHER,The Chitauri grow restless.,The Avengers,2012,4,0.412,0.588,0.0,-0.2732
3441,LOKI,Let them goad themselves. I will lead them in a glorious battle.,The Avengers,2012,12,0.176,0.541,0.284,0.3818
3442,THE OTHER,Battle? Against the meager might of Earth.,The Avengers,2012,7,0.302,0.698,0.0,-0.3818
3443,LOKI,Glorious not lengthy- if your force is as formidable as you claim.,The Avengers,2012,12,0.0,0.724,0.276,0.6369
3444,THE OTHER,"You question us? You question him? He who out the scepter in your hand, who gave you ancient knowledge and new purpose? When you were cast out- defeated! ",The Avengers,2012,29,0.094,0.785,0.122,0.234
3445,LOKI,"I was a king! The rightful king of Asgard, betrayed. ",The Avengers,2012,11,0.38,0.62,0.0,-0.6476
3446,THE OTHER,"Your ambition is little, full of childish need. We look beyond the Earth to greater worlds the Tesseract will unveil. ",The Avengers,2012,21,0.086,0.802,0.111,0.144
3447,LOKI,"You don’t have the Tesseract yet.  I don’t threaten. But until I open the doors, until your force is mine to command, you are but words. ",The Avengers,2012,28,0.073,0.927,0.0,-0.2023
3448,THE OTHER,"You will have your war, Asgardian. If you fail, if the Tesseract is kept from us, there will be no realm, no barren moon, no crevice, where he cannot find you. You think you know pain? He will make you long for something as sweet as pain.",The Avengers,2012,47,0.329,0.623,0.048,-0.9485
3449,PHIL COULSON,Agent Romanoff- Captain Rogers.,The Avengers,2012,4,0.0,1.0,0.0,0.0
3450,STEVE ROGERS,Ma’am.,The Avengers,2012,1,0.0,1.0,0.0,0.0
3451,NATASHA ROMANOFF,Hi. They need you on the bridge; they’re starting the face trace.,The Avengers,2012,12,0.0,1.0,0.0,0.0
3452,PHIL COULSON,See you there.,The Avengers,2012,3,0.0,1.0,0.0,0.0
3453,NATASHA ROMANOFF,"It was quite the buzz around here, finding you in the ice. Thought Coulson was gonna swoon. Did he ask you to sign his Captain America trading cards yet? ",The Avengers,2012,30,0.0,1.0,0.0,0.0
3454,STEVE ROGERS,Trading cards?,The Avengers,2012,2,0.0,1.0,0.0,0.0
3455,NATASHA ROMANOFF,They’re vintage. He’s very proud.,The Avengers,2012,5,0.0,0.541,0.459,0.5256
3456,STEVE ROGERS,Doctor Banner.,The Avengers,2012,2,0.0,1.0,0.0,0.0
3457,BRUCE BANNER,"Oh, yeah, hi. They told me you’d be coming. ",The Avengers,2012,10,0.0,0.784,0.216,0.296
3458,STEVE ROGERS,Word is you can find the Cube.,The Avengers,2012,7,0.0,1.0,0.0,0.0
3459,BRUCE BANNER,Is that the only word on me?,The Avengers,2012,7,0.0,1.0,0.0,0.0
3460,STEVE ROGERS,Only word I care about.,The Avengers,2012,5,0.0,0.484,0.516,0.4939
3461,BRUCE BANNER,"Must be strange for you, all of this. ",The Avengers,2012,9,0.205,0.795,0.0,-0.2023
3462,STEVE ROGERS,"Well, this is actually kind of familiar. ",The Avengers,2012,8,0.0,0.741,0.259,0.2732
3463,NATASHA ROMANOFF,"Gentlemen, you might wanna step inside in a minute. It’s gonna get a little had to breathe. ",The Avengers,2012,18,0.0,1.0,0.0,0.0
3464,HELICARRIER INTERCOM,Flight Mode. Secure the deck.,The Avengers,2012,5,0.0,0.625,0.375,0.34
3465,STEVE ROGERS,Is this a submarine?,The Avengers,2012,4,0.0,1.0,0.0,0.0
3466,BRUCE BANNER,"Really, they want me in a submerged pressurized metal container?  Oh no, this is much worse.",The Avengers,2012,17,0.279,0.58,0.141,-0.5606
3467,CARRIER BRIDGE TECH 1,"Maximum performance take off, increase output to capacity. ",The Avengers,2012,9,0.0,0.753,0.247,0.3182
3468,FEMALE CARRIER BRIDGE TECH,Power plant performing at capacity. We are clear.,The Avengers,2012,8,0.0,0.729,0.271,0.3818
3469,MARIA HILL,"All engines operating. SHIELD emergency protocol one nine three point six in effect. We’re at level, sir. ",The Avengers,2012,18,0.14,0.86,0.0,-0.3818
3470,NICK FURY,Good! Let’s vanish.,The Avengers,2012,3,0.0,0.385,0.615,0.4926
3471,MARIA HILL,Engage retro reflection panels.,The Avengers,2012,4,0.0,0.556,0.444,0.34
3472,MALE AGENT,Reflection panels engaged.,The Avengers,2012,3,0.0,0.426,0.574,0.4019
3473,NICK FURY,"Gentlemen.  Doctor, thank you for coming.",The Avengers,2012,7,0.0,0.667,0.333,0.3612
3474,BRUCE BANNER,"Thanks for asking nicely. So, um, how long am I staying? ",The Avengers,2012,12,0.0,0.58,0.42,0.7003
3475,NICK FURY,"Once we get our hands on the Tesseract, you’re in the wind. ",The Avengers,2012,13,0.0,1.0,0.0,0.0
3476,BRUCE BANNER,Well where are you with that?,The Avengers,2012,6,0.0,0.704,0.296,0.2732
3477,PHIL COULSON,"We’re sweeping every wirelessly accessible camera on the planet. Cell phones... laptops, if it’s connected to a satellite, it’s eyes and ears for us. ",The Avengers,2012,25,0.0,1.0,0.0,0.0
3478,NATASHA ROMANOFF,It’s still not gonna find them in time.,The Avengers,2012,8,0.0,1.0,0.0,0.0
3479,BRUCE BANNER,You have to narrow your field. How many Spectrometers do you have access to?,The Avengers,2012,14,0.0,1.0,0.0,0.0
